location,year,km_run,fuel,trans,owner,mileage,engine,power,seats,brand,model
Jaipur,2006,125000,Petrol,Manual,Fourth & Above,16.1,,,5.0,Maruti,Swift
Hyderabad,2014,88046,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,Honda,CR-V
Bangalore,2014,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,Mercedes-Benz,A
Coimbatore,2018,82739,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Bangalore,2006,193000,Diesel,Manual,Third,13.6,2523.0,63.0,7.0,Mahindra,Bolero
Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,Renault,Scala
Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,Land,Rover
Pune,2017,38000,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
Kochi,2013,56344,Petrol,Manual,First,17.6,1496.0,88.73,5.0,Toyota,Etios
Mumbai,2014,17858,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Kochi,2016,67906,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift
Hyderabad,2015,19000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,BMW,3
Delhi,2011,80000,Diesel,Manual,First,23.57,1396.0,70.0,5.0,Tata,Indigo
Delhi,2015,61000,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
Pune,2010,39000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,Toyota,Corolla
Hyderabad,2008,80931,Petrol,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro
Kolkata,2016,34000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift
Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,Renault,Scala
Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Kolkata,2011,44000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,Nissan,Micra
Hyderabad,2015,84000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,Ford,Figo
Kochi,2017,41697,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,Honda,CR-V
Pune,2014,163000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,Nissan,Terrano
Chennai,2011,42000,Petrol,Manual,Second,17.71,1197.0,78.9,5.0,Toyota,Etios
Jaipur,2013,129000,Diesel,Manual,Third,21.27,1396.0,88.76,5.0,Hyundai,i20
Chennai,2015,32200,Petrol,Manual,Second,18.16,1196.0,86.8,5.0,Ford,Figo
Mumbai,2004,129000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,Mitsubishi,Pajero
Bangalore,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4
Delhi,2006,150000,Petrol,Manual,First,12.4,1998.0,132.0,8.0,Toyota,Innova
Jaipur,2007,140000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,Chevrolet,Aveo
Hyderabad,2006,63181,Petrol,Manual,First,15.3,1341.0,83.0,5.0,Hyundai,Getz
Kolkata,2013,39575,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
Pune,2010,63600,Diesel,Manual,Second,17.8,1248.0,,5.0,Maruti,Swift
Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Kolkata,2015,26256,Diesel,Manual,First,20.14,1498.0,88.5,5.0,Volkswagen,CrossPolo
Delhi,2016,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite
Chennai,2011,122000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,Toyota,Innova
Kolkata,2015,58589,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,Mercedes-Benz,M-Class
Jaipur,2005,115000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,Maruti,Wagon
Pune,2016,75000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,Ford,Endeavour
Jaipur,2016,30292,Petrol,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite
Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199.0,88.7,5.0,Honda,WRV
Bangalore,2013,74000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
Mumbai,2014,56100,Petrol,Manual,First,13.7,1997.0,153.86,5.0,Honda,CR-V
Bangalore,2014,61325,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
Kolkata,2014,33000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift
Coimbatore,2016,18090,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,BMW,5
Kochi,2014,71390,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
Chennai,2008,99000,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,Tata,Indigo
Pune,2014,142000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,Renault,Duster
Chennai,2010,26966,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Mumbai,2015,27628,Petrol,Manual,First,18.7,1199.0,88.7,5.0,Honda,Jazz
Hyderabad,2016,82497,Diesel,Manual,First,23.65,1248.0,88.5,5.0,Maruti,SX4
Mumbai,2007,86000,Petrol,Manual,Third,11.9,2354.0,144.0,5.0,Honda,Accord
Coimbatore,2016,26981,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz
Jaipur,2014,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,Honda,Amaze
Hyderabad,2017,12000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Hyderabad,2014,77500,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Renault,Duster
Kochi,2014,48031,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Chennai,2008,170000,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,BMW,3
Mumbai,2014,69565,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,Volkswagen,Vento
Chennai,2011,85000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,Honda,Accord
Hyderabad,2008,55902,Petrol,Manual,First,14.49,1399.0,92.7,5.0,Chevrolet,Aveo
Hyderabad,2017,18500,Petrol,Manual,First,16.2,1199.0,74.0,5.0,Volkswagen,Polo
Hyderabad,2015,129750,Diesel,Manual,Second,14.95,2489.0,93.7,7.0,Mahindra,Xylo
Hyderabad,2009,50902,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,Hyundai,i10
Coimbatore,2015,84725,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,Hyundai,Elantra
Mumbai,2010,60000,Petrol,Manual,Third,14.3,1798.0,160.0,5.0,Volkswagen,Passat
Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
Mumbai,2015,25000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Ahmedabad,2013,71000,Diesel,Manual,First,18.2,1248.0,73.8,8.0,Chevrolet,Enjoy
Coimbatore,2015,20826,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,Skoda,Rapid
Pune,2016,42244,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
Jaipur,2013,98598,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat
Delhi,2011,62100,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner
Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Coimbatore,2012,91743,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
Bangalore,2013,19828,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,Porsche,Panamera
Hyderabad,2016,36891,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
Hyderabad,2012,90049,Diesel,Manual,First,17.21,1493.0,100.0,7.0,Mahindra,Quanto
Ahmedabad,2012,74002,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,Audi,A4
Kolkata,2013,41000,Petrol,Automatic,First,12.37,2359.0,198.25,5.0,Hyundai,Sonata
Hyderabad,2012,83678,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
Pune,2010,91000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
Jaipur,2016,50000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,Maruti,Ertiga
Delhi,2015,58000,Diesel,Manual,First,24.4,1120.0,71.01,5.0,Hyundai,Xcent
Jaipur,2012,80000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
Kochi,2017,41290,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Delhi,2013,65000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,BMW,5
Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,Toyota,Corolla
Pune,2015,54339,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,Hyundai,i20
Hyderabad,2016,24025,Petrol,Manual,First,18.15,1198.0,82.0,6.0,Mahindra,KUV
Kolkata,2013,24027,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
Hyderabad,2010,59270,Petrol,Manual,First,15.7,1172.0,67.0,5.0,Fiat,Punto
Kolkata,2012,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
Bangalore,2012,155566,Diesel,Manual,Second,9.5,2835.0,118.6,6.0,Mitsubishi,Pajero
Chennai,2013,42320,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
Coimbatore,2017,24153,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,Hyundai,i20
Mumbai,2016,27000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,Hyundai,Creta
Kochi,2017,61795,Petrol,Manual,First,17.8,1198.0,86.7,5.0,Honda,Amaze
Chennai,2016,13500,Petrol,Manual,First,18.15,1198.0,82.0,6.0,Mahindra,KUV
Pune,2018,4500,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
Mumbai,2017,23000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Mumbai,2013,80578,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,Mercedes-Benz,New
Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,Renault,Duster
Bangalore,2014,30000,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,Volkswagen,Polo
Delhi,2012,90000,Diesel,Automatic,First,18.48,,,5.0,BMW,5
Bangalore,2009,98000,Diesel,Automatic,Second,13.5,2987.0,282.0,5.0,Mercedes-Benz,S
Hyderabad,2012,50000,Diesel,Automatic,First,12.9,2993.0,271.23,4.0,Jaguar,XJ
Jaipur,2015,63310,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift
Delhi,2014,66000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
Ahmedabad,2011,74000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,BMW,3
Hyderabad,2012,93000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,Hyundai,Verna
Delhi,2015,70000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,Toyota,Fortuner
Ahmedabad,2012,48772,Petrol,Manual,First,18.6,1197.0,85.8,5.0,Maruti,Swift
Chennai,2010,66000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat
Coimbatore,2017,27417,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Coimbatore,2011,51593,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,Ford,Figo
Mumbai,2008,86340,Petrol,Automatic,Second,9.1,2349.0,,5.0,Nissan,Teana
Pune,2010,75000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,Maruti,Swift
Coimbatore,2016,39237,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4
Kochi,2018,11966,Petrol,Manual,First,16.8,1497.0,116.3,5.0,Honda,City
Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,Honda,Jazz
Chennai,2014,70920,Diesel,Manual,First,20.14,1498.0,88.8,5.0,Volkswagen,Polo
Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461.0,83.14,5.0,Nissan,Terrano
Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,Land,Rover
Kochi,2014,44525,Petrol,Manual,First,18.5,1197.0,82.9,5.0,Hyundai,i20
Jaipur,2009,86863,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Jaipur,2017,45000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,Jeep,Compass
Jaipur,2017,22000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Coimbatore,2011,108905,Diesel,Automatic,Second,11.79,2179.0,120.0,8.0,Mahindra,Scorpio
Kolkata,2016,12800,Petrol,Manual,First,19.44,1198.0,67.0,7.0,Datsun,GO
Kolkata,2016,32000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,Mahindra,Scorpio
Mumbai,2014,39000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,Honda,Amaze
Pune,2017,42000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,Honda,City
Chennai,2008,73000,Petrol,Manual,First,14.4,1396.0,65.0,5.0,Tata,Indigo
Chennai,2018,48000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,Hyundai,Grand
Kolkata,2014,19000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,Hyundai,Verna
Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova
Jaipur,2012,63000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,BMW,X1
Chennai,2015,48000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,Volkswagen,Jetta
Delhi,2014,66000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,Ford,Figo
Ahmedabad,2013,80000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,Mahindra,Ssangyong
Chennai,2011,37000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,Volkswagen,Vento
Kochi,2016,35058,Petrol,Manual,First,15.0,1598.0,103.52,5.0,Skoda,Rapid
Delhi,2012,52000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
Hyderabad,2015,61313,Diesel,Manual,First,23.65,1248.0,88.5,5.0,Maruti,S
Kolkata,2009,45000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,Toyota,Corolla
Bangalore,2015,74000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga
Hyderabad,2013,89000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,Hyundai,i10
Kochi,2019,13414,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,CLA
Jaipur,2006,95000,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,Honda,City
Jaipur,2018,15900,Petrol,Manual,First,18.15,1198.0,82.0,6.0,Mahindra,KUV
Delhi,2011,151000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner
Bangalore,2011,65000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Coimbatore,2017,36824,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,Audi,A6
Coimbatore,2013,65287,Diesel,Manual,First,20.0,1399.0,68.05,5.0,Ford,Figo
Kolkata,2014,52000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA
Hyderabad,2007,33000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,Chevrolet,Aveo
Hyderabad,2016,71000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,Ford,Figo
Delhi,2013,71000,Diesel,Automatic,First,22.7,1582.0,126.2,5.0,Hyundai,Elantra
Kolkata,2016,20000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
Hyderabad,2010,71000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,Maruti,Swift
Hyderabad,2010,29000,Diesel,Automatic,First,9.9,3498.0,271.72,4.0,Mercedes-Benz,CLS-Class
Ahmedabad,2016,27000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3
Chennai,2017,19000,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,Maruti,Dzire
Mumbai,2011,58000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,Hyundai,Verna
Kochi,2018,42203,Diesel,Manual,First,17.1,1956.0,170.0,5.0,Jeep,Compass
Hyderabad,2009,94000,Diesel,Automatic,First,11.4,1991.0,142.0,5.0,Hyundai,Sonata
Kolkata,2018,4900,Diesel,Manual,First,21.5,1497.0,108.5,5.0,Tata,Nexon
Jaipur,2013,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Hyderabad,2005,100000,Diesel,Manual,Second,13.5,1405.0,,5.0,Tata,Indica
Kochi,2015,65266,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,BMW,5
Delhi,2014,54569,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga
Kochi,2015,51361,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
Jaipur,2007,125000,Petrol,Manual,Third,16.6,1388.0,68.0,5.0,Ford,Fiesta
Bangalore,2008,66000,Petrol,Manual,Third,13.5,1799.0,130.0,5.0,Honda,Civic
Delhi,2014,22281,Diesel,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga
Delhi,2013,63210,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Pune,2018,31000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,Hyundai,Xcent
Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
Mumbai,2017,32006,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
Ahmedabad,2009,78000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,Audi,A6
Mumbai,2011,9489,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Pune,2018,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,Audi,A4
Jaipur,2015,50000,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
Delhi,2015,53000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
Delhi,2011,64000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,Mercedes-Benz,New
Coimbatore,2017,43827,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,Audi,Q5
Pune,2011,36431,Petrol,Manual,First,16.2,1199.0,74.0,5.0,Volkswagen,Polo
Mumbai,2017,35000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,Hyundai,Creta
Kochi,2011,94832,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Kolkata,2016,45194,Diesel,Manual,First,22.7,1598.0,118.0,5.0,Maruti,S
Mumbai,2010,66000,Petrol,Manual,Second,16.51,1586.0,103.2,5.0,Maruti,SX4
Kolkata,2014,38578,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Chennai,2015,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga
Coimbatore,2018,20632,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Delhi,2014,54257,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,Skoda,Rapid
Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,Mercedes-Benz,E-Class
Coimbatore,2016,28881,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,Hyundai,Santa
Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
Coimbatore,2018,20422,Diesel,Manual,First,12.4,2499.0,134.0,5.0,ISUZU,D-MAX
Kolkata,2012,38000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,Hyundai,Verna
Coimbatore,2015,92885,Diesel,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo
Pune,2010,43000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City
Coimbatore,2016,70478,Diesel,Manual,First,17.8,1248.0,,5.0,Maruti,Swift
Delhi,2015,57000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,Hyundai,Verna
Coimbatore,2018,32434,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,Hyundai,Creta
Hyderabad,2017,32000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Delhi,2011,59000,Diesel,Automatic,First,11.2,2993.0,241.0,4.0,BMW,X6
Coimbatore,2016,76467,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,BMW,5
Hyderabad,2016,100000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,Ford,Figo
Pune,2013,37086,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,Hyundai,Verna
Jaipur,2010,135000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,Ford,Ikon
Kochi,2014,54862,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
Hyderabad,2010,67758,Petrol,Manual,First,10.8,2354.0,,5.0,Honda,CR-V
Pune,2012,56200,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,Hyundai,i20
Kochi,2011,169006,Diesel,Manual,First,14.24,2755.0,174.5,7.0,Toyota,Fortuner
Bangalore,2016,20229,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
Chennai,2008,62000,Petrol,Manual,Third,18.0,995.0,62.0,5.0,Chevrolet,Spark
Hyderabad,2011,51500,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,Hyundai,Verna
Hyderabad,2012,69000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3
Hyderabad,2015,62476,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
Jaipur,2017,60500,Diesel,Manual,First,25.4,1186.0,73.97,5.0,Hyundai,Xcent
Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz
Jaipur,2008,300000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,Tata,Indigo
Chennai,2013,123000,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,Ford,Fiesta
Kolkata,2016,45296,Diesel,Manual,First,25.1,1248.0,88.5,5.0,Maruti,S-Cross
Coimbatore,2008,77325,Petrol,Manual,First,15.6,1586.0,104.68,5.0,Maruti,SX4
Kochi,2018,25858,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
Bangalore,2016,120000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
Ahmedabad,2016,22000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,Hyundai,Elantra
Kolkata,2012,11000,Petrol,Manual,First,16.2,995.0,62.1,5.0,Chevrolet,Spark
Mumbai,2017,3900,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Hyderabad,2016,106092,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
Delhi,2015,27000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz
Ahmedabad,2013,11000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
Coimbatore,2016,39753,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,Mercedes-Benz,E-Class
Pune,2017,39800,Diesel,Manual,First,17.6,2179.0,153.86,7.0,Tata,Hexa
Pune,2017,73000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
Pune,2015,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Coimbatore,2017,18351,Petrol,Automatic,First,21.9,624.0,37.48,4.0,Tata,Nano
Pune,2013,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,Honda,Brio
Hyderabad,2016,112200,Diesel,Manual,First,24.52,1248.0,88.5,7.0,Maruti,Ertiga
Bangalore,2010,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Hyderabad,2007,57309,Petrol,Manual,First,17.0,1086.0,,5.0,Hyundai,Santro
Mumbai,2015,53392,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,Tata,Safari
Hyderabad,2010,119000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,Honda,Accord
Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196.0,73.0,7.0,Maruti,Eeco
Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
Pune,2016,27809,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
Coimbatore,2015,65100,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
Chennai,2014,51000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,Hyundai,Xcent
Hyderabad,2017,10000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,Mercedes-Benz,New
Kolkata,2011,54895,Petrol,Manual,First,13.14,1798.0,160.0,5.0,Skoda,Superb
Hyderabad,2015,80768,Diesel,Manual,First,20.14,1498.0,88.73,5.0,Volkswagen,CrossPolo
Kochi,2019,12076,Petrol,Manual,First,20.89,1197.0,81.8,5.0,Maruti,Ignis
Chennai,2016,49000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift
Mumbai,2015,42366,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
Ahmedabad,2010,68000,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,BMW,5
Hyderabad,2008,122397,Diesel,Manual,First,17.5,1896.0,106.0,5.0,Skoda,Laura
Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,Volkswagen,Polo
Ahmedabad,2014,55300,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster
Hyderabad,2008,73095,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,Honda,City
Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
Pune,2016,13436,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,Hyundai,Grand
